gene,name,human_log2FC,human_padj,rhesus_log2FC,rhesus_padj,rat_log2FC,rat_padj,mouse_log2FC,mouse_padj,divergence,TFBM,H3K4_length,TATA,CGI,DM_unst,DM_pIC4,DM_pIC2,DM_pIC8,cytokines_and_chemokines,cytokines_receptors,transcription_factors,kinases_and_phosphatases,dNdS_29M,gain_loss_rate_pval,age_PTHR7_wagner,cellular_PPIs,viral_PPIs,viral_immunomodulators_PPI
ENSG00000162702,ZNF281,0.144621963630157,0.478250292912329,1.1838312726027,1.96e-10,0.035327566811543,0.979354599015753,0.821852745459654,0.000772130182978,-0.733617146756731,427,2635,0,281,0.2406032033324,0.236715456559111,-0.029589285061472,0.2084875903886,0,0,1,0,0.13,0.805,9,29,0,0
ENSG00000117682,DHDDS,-0.117132614734446,0.478250292912329,-0.264552359493337,0.151410274688317,0.06218225219822,0.927787722723923,-0.122263893698393,0.813254145424483,-3.22400353976614,481,3028,0,311,0.098841423465279,0.142929159206013,-0.09892902572241,0.179288865495611,0,0,0,0,0.1,0.849,15,18,0,0
ENSG00000166471,TMEM41B,-0.252733810200211,0.478250292912329,-0.614345294514063,0.005324974064157,-0.600659805108145,0.014154755631196,-0.355531265629552,0.187974370175707,-3.00179154922772,518,3761,0,250,0.605156500104282,0.062072161464335,-0.122780751232276,-0.200739835110269,0,0,0,0,0.18,0.958,14,3,0,0
ENSG00000095906,NUBP2,-0.162947807115247,0.478250292912329,-0.042236959686578,0.897770676657168,-0.152907730825952,0.763669783607109,0.045474446458379,0.96963981908178,-4.14329403809244,559,3869,0,400,-0.0604953045355,-0.144377616881606,-0.244241738062598,-0.039479827989809,0,0,0,0,0.1,0.65,13,11,0,0
ENSG00000085274,MYNN,0.137326389741994,0.478250292912329,0.622609770368502,0.001242861245561,0.340911841938387,0.424269966906239,0.028329578269734,0.997314999439194,-2.10814968346422,431,3622,0,NA,0.006245936124225,0.277139724087323,0.467154127540881,0.238290074013982,0,0,1,0,NA,0.973,9,22,0,0
ENSG00000197798,FAM118B,-0.173361701542689,0.478250292912329,0.040130157956064,0.876655485025543,0.12317801743317,0.805033308459329,0.126149206055728,0.852676930065255,-3.03687300480076,582,3904,0,NA,0.282664027687603,0.191703573754697,0.111325507216767,0.156822901242864,0,0,0,0,0.06,0.991,8,6,0,0
ENSG00000185621,LMLN,0.210882709300499,0.478250292912329,-0.106959606704392,0.79882949944824,0.014661058652232,1,-0.558500278483361,0.504627693644172,-1.54983300730883,309,2630,0,251,NA,NA,NA,NA,0,0,0,0,0.17,0.481,14,0,0,0
ENSG00000156804,FBXO32,0.998061147290775,0.478250292912329,0.645285475978552,0.467602138969293,0.231259073465856,0.712910217374419,-0.853076592652774,0.035935144948569,0.474867267458606,499,2537,0,400,NA,NA,NA,NA,0,0,0,0,NA,0.971,12,14,0,0
ENSG00000118292,C1orf54,0.480828562096511,0.47835805619943,0.432695410441051,0.639033194159699,0.492566172956534,0.802096177358283,0.330901294441064,0.702082902465137,-4.69502631403692,540,3232,0,NA,NA,NA,NA,NA,0,0,0,0,0.6,0.561,5,0,0,0
ENSG00000118420,UBE3D,-0.192947197961573,0.478495531742873,-0.0164185990429,0.994041943868993,0.083028042013705,0.938361426168181,0.057702198605318,0.975543998181984,-3.25469097263642,266,1767,0,306,NA,NA,NA,NA,0,0,0,0,0.34,0.939,11,4,0,0
ENSG00000065057,NTHL1,-0.208549417234328,0.478652471934302,0.189933493707693,0.457012174983211,-0.114251172728624,0.903920799951997,0.277236186782932,0.792855959262155,-2.45041860798002,566,3344,0,400,0.023123373888307,-0.332274080456216,-0.176128743242599,NA,0,0,0,0,0.17,0.686,15,21,0,0
ENSG00000196549,MME,-0.332683047531756,0.478652471934302,-0.760420106227784,0.000236551865601,-0.458002831941394,0.608749043024665,-0.044390146211311,1,-1.73873121738941,797,5184,0,137,0.10975226419905,-0.000124788630411,0.045777350738992,0.068203101594896,0,0,0,0,0.11,1,12,8,1,0
ENSG00000163832,ELP6,-0.188891417090051,0.478674474219872,-0.396406274130704,0.055179136167845,-0.331132643145709,0.447342970753277,0.011010724573206,1,-2.85404744039608,411,2648,0,253,-0.075068772627551,-0.115511824833425,-0.07871508912822,-0.068472944667486,0,0,0,0,0.2,0.952,11,8,0,0
ENSG00000171680,PLEKHG5,0.401860752478845,0.478682981376195,-0.07335179278373,0.892985259678969,0.383890746856239,0.50997272374664,-0.404780073382656,0.381397150542251,-1.41684863674635,450,2119,0,306,NA,NA,NA,NA,0,0,0,0,0.18,0.742,12,12,0,0
ENSG00000196505,GDAP2,-0.160314033385338,0.47890232559346,-0.101239797756726,0.793543389828884,0.259440752007795,0.461299583734755,-0.087923042037406,0.8976387492553,-2.55200097677633,486,3619,0,400,-0.032754826570623,-0.106719185707309,-0.157200034631124,NA,0,0,0,0,0.08,0.265,11,2,0,0
ENSG00000163818,LZTFL1,-0.184971211972796,0.47890232559346,-0.227368346804889,0.572223964213948,-0.113326764695906,0.903614224777357,0.077730002144173,0.945925728129512,-3.09978620036256,290,2028,0,302,NA,0.161423266880094,NA,NA,0,0,0,0,0.17,0.982,11,6,0,0
ENSG00000154511,FAM69A,-0.331482447699241,0.47890232559346,-0.599877495566788,0.007510039057415,-0.41245072049406,0.174078564414919,0.123931999788667,0.867990163473731,-1.64378719998244,493,2544,0,400,-0.123095519841892,NA,-0.017161877914034,NA,0,0,0,0,0.04,0.855,9,0,0,0
ENSG00000136146,MED4,-0.169450043431021,0.47890232559346,0.282772615868413,0.132792079544505,0.077225687664209,0.922805049155343,0.297106208013412,0.571968280033501,-2.52267504992917,269,2149,0,252,0.141808009327933,-0.299132657824739,0.198594825227513,0.086140866976248,0,0,0,0,0.06,0.942,12,88,4,0
ENSG00000135390,ATP5G2,-0.148281967904812,0.47890232559346,-0.197394158321482,0.229085349515428,-0.040801866194847,0.974279636648774,0.106889524818354,0.897749582226809,-3.02735623776034,546,3381,0,400,-0.136350870454005,-0.524802876306537,-0.313257190081526,-0.262575636668752,0,0,0,0,0.37,0.002,14,49,0,0
ENSG00000105429,MEGF8,0.154751217622201,0.47911330442671,-0.070807275367919,0.806542196092764,0.353195429116952,0.258032871602466,-0.376967173493146,0.11225285554493,-1.90445225178099,576,3152,0,400,NA,NA,NA,NA,0,0,0,0,0.07,0.933,5,1,2,0
ENSG00000090989,EXOC1,-0.170862702813998,0.47911330442671,-0.161647177582931,0.469130087299738,-0.026541793629147,0.988746963019627,0.329639559414217,0.379292128964357,-2.0193871303157,381,2545,0,300,0.088408080748317,-0.136045255803247,-0.036414594002853,-0.269397337766933,0,0,0,0,NA,0.966,12,110,0,0
ENSG00000104549,SQLE,-0.236869564092472,0.480185461794297,-0.38275321883953,0.129795627695474,-0.79904534879285,0.254947260828457,-0.578646905417412,0.136398248039843,-1.82553317724178,719,5385,0,400,0.034218951430342,0.156321256508252,0.147626207084575,-0.208582585656774,0,0,0,0,0.21,0.994,9,96,0,0
ENSG00000125945,ZNF436,0.188106290428421,0.480185461794297,0.65889038992863,0.016460615931514,0.366123850730584,0.196597890949386,-0.281574530734275,0.55492531964174,-1.18541536452308,565,4140,0,215,0.121966557052065,NA,NA,NA,0,0,1,0,0.03,0,6,19,0,0
ENSG00000148498,PARD3,-0.121575970601226,0.480367916094311,-0.285300543908885,0.172135397434236,0.186791399663841,0.633965974051196,-0.203764078684807,0.782314494322641,-2.49083120988015,897,3975,0,NA,0.191826867989542,NA,NA,NA,0,0,0,0,NA,0.753,9,65,1,0
ENSG00000196937,FAM3C,-0.255429695327995,0.480518716759463,-0.559524628603896,0.008527229348119,-0.284036437064688,0.520663414967707,-0.19083510963325,0.63819761459892,-2.91499821453327,433,2438,0,382,0.120665003705915,-0.045395198222866,0.00169314526298,0.190115612532123,1,0,0,0,0.06,0.796,9,3,0,0
ENSG00000131378,RFTN1,-0.122725700696252,0.480612053561048,-0.279813154681972,0.080410608462228,-0.011057445237384,1,-0.070592171349317,0.932351000081024,-3.41739722807809,517,3620,0,300,-0.102800858093304,-0.188402836456342,-0.196714549488919,0.15306628745087,0,0,0,0,0.3,0.992,7,0,12,0
ENSG00000148843,PDCD11,0.134212850905365,0.48062011977747,0.010324044294581,0.986623189774591,-0.083817365911236,0.866778204013866,-0.102087363050202,0.876204865912555,-3.46674524259328,492,3884,0,380,-0.041335544209069,0.042834042379228,-0.124050711263083,-0.011032135736613,0,0,0,0,0.21,0.946,14,225,1,0
ENSG00000176101,SSNA1,-0.151167795391956,0.480782695203645,0.041217765402332,0.880493164524762,-0.073764942892763,0.886347737895767,0.03319548302661,0.994759907267075,-4.31874389747217,613,4223,0,400,-0.055761736628278,-0.373810965214346,-0.254819620209193,-0.118739947802546,0,0,0,0,0.01,0.322,11,4,0,0
ENSG00000177575,CD163,0.643283662290113,0.481146770762724,-0.326486976211923,0.748587109444776,-5.13e-15,1,4.19004648308913,0.20066736967141,2.12522148359542,NA,NA,0,NA,NA,NA,NA,0.425350947703435,0,0,0,0,NA,0,8,3,0,0
ENSG00000167977,KCTD5,-0.113666982497706,0.481146770762724,0.071807950271521,0.766632590708956,-0.052065312624391,0.941252627806918,-0.059022683062669,0.940875236007706,-4.62430190907952,389,2889,0,303,0.121786758741004,0.044335846059286,-0.107511799554065,0.103837028753436,0,0,0,0,0.12,0.013,12,34,0,0
ENSG00000068724,TTC7A,0.182332008523481,0.481146770762724,-0.380463919759066,0.065216445994656,-0.079954219259956,0.917801120060007,-0.518235668378075,0.247833840802015,-1.78845054473835,626,4074,0,400,-0.183107374855746,NA,NA,NA,0,0,0,0,0.1,0.91,12,2,0,0
ENSG00000167487,KLHL26,0.261173054755541,0.481198239004128,0.411751440442382,0.261670589174455,0.470208579967195,0.388943882984423,-0.545505202793551,0.057039570929085,-0.907465303174542,414,1922,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,7,14,0,0
ENSG00000166348,USP54,0.197646170307303,0.481267198686609,0.666448810540021,0.000468555317165,0.782933123397166,0.004155787588724,0.567001026895733,0.075663707166994,-2.07456886376788,370,2479,0,NA,-0.019970003409983,NA,NA,NA,0,0,0,0,0.4,0.964,11,18,1,1
ENSG00000198146,ZNF770,-0.264602983634817,0.481426724936564,-0.4033451640395,0.126947270921346,0.468891711045225,0.275526536373014,-0.475361783516174,0.273751345680298,-1.08736282784962,446,3423,0,271,-0.022456393132068,0.004356049463561,-0.064663273713198,-0.21425544920111,0,0,1,0,0.34,0.26,8,19,0,0
ENSG00000141040,ZNF287,-0.209939120572549,0.481588529041561,0.472267128257248,0.096103348340263,0.608524222763501,0.138505409267989,0.338432508085112,0.481304318463103,-1.37924785728313,196,1759,0,380,0.153909403301228,-0.120837845926041,0.310249842864302,0.342407887054318,0,0,1,0,NA,0,3,19,0,0
ENSG00000147526,TACC1,-0.1578925433109,0.481588529041561,-0.240797384705225,0.288062584411326,-0.303347191430153,0.40738787672864,-0.714600915172389,0.000443785994511,-1.96703555020132,159,1104,0,348,0.014783475851285,-0.099305457944326,0.127158523460167,0.179501564720466,0,0,0,0,NA,0.686,7,14,3,0
ENSG00000165006,UBAP1,-0.178646601524838,0.481643297182682,-0.14824570793071,0.466312062746853,0.457591904016551,0.161721427440823,0.167248020509896,0.706155555661545,-1.39531691197044,473,3168,0,159,0.151958792577537,-0.163392021478339,0.040560936899527,0.080378370156778,0,0,0,0,0.26,0.059,11,0,1,0
ENSG00000177479,ARIH2,-0.121842521942491,0.481643297182682,-0.081978110323469,0.719962894974452,0.195073357410011,0.522624100597607,-0.046008646034222,0.955865101409069,-3.07782249139557,420,2667,0,400,0.112163318130962,0.149566910539219,0.3186387852698,-0.008783560127102,0,0,0,0,NA,0.993,12,46,0,0
ENSG00000078747,ITCH,-0.133304049253316,0.481643297182682,-0.175888814707958,0.249900173958874,-0.061148535217886,0.916818502541355,-0.253813329492146,0.519427274825095,-4.63134819534698,322,1920,0,156,-0.202184173619984,0.184607605700133,-0.016976702148905,-0.198226630283748,0,0,0,0,NA,0.929,12,274,11,0
ENSG00000125772,GPCPD1,0.244887887802949,0.481643297182682,0.250742020282612,0.456847814298946,1.50351060159518,7.32e-06,-0.047559121803944,0.979369728002844,-0.183902081526655,602,3730,0,303,-0.080144729399705,0.298441372320924,0.142733138497216,-0.009376498645331,0,0,0,0,0.1,0.994,14,151,0,0
ENSG00000071894,CPSF1,0.158314020431623,0.481643297182682,0.232228556950402,0.162059211892803,0.073090008520299,0.887970399720441,0.10861529280568,0.823786291725243,-4.37528118838021,500,3244,0,400,-0.026151944793542,-0.191819806778336,0.488751148326538,0.258608419027952,0,0,0,0,NA,0.485,14,0,1,1
ENSG00000184307,ZDHHC23,0.27657837683719,0.481643297182682,-0.031752391403194,0.960788107954825,-1.86447429153208,1,-0.189041002321673,1,0.715949862663098,508,2303,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0.7,7,14,0,0
ENSG00000130193,THEM6,-0.374220912479944,0.482043274145826,-0.333816225540631,0.582998486530161,-0.575992013894391,0.523133951866199,-0.263188037148664,0.837561729866312,-3.53463737648678,507,2697,0,400,NA,NA,0.29974686660545,NA,0,0,0,0,0.07,0.309,5,2,1,0
ENSG00000120594,PLXDC2,0.610560152680435,0.482135279001571,-0.315140326470385,0.720593987406285,-0.07040047025845,0.997145818678275,-0.162802974000697,0.850398945971821,-1.25097517590481,565,3456,0,400,NA,NA,NA,NA,0,0,0,0,NA,0.973,12,4,1,0
ENSG00000162664,ZNF326,0.171623509499874,0.482257586305698,0.13061840469589,0.660412327596499,0.025441480374952,1,0.272736265026328,0.615735660294511,-4.15325659610756,461,2881,0,374,-0.311753417571594,0.103350969442966,-0.083782569611491,-0.275120654229572,0,0,0,0,NA,0.875,8,11,0,0
ENSG00000172197,MBOAT1,-0.313147076494626,0.482282619568202,-0.586552660683142,0.017328721996092,-0.366625053493653,0.203086479075861,-0.287393615009478,0.876086615985155,-3.34254584522958,408,2671,0,400,NA,NA,NA,NA,0,0,0,0,0.2,0.778,6,10,0,0
ENSG00000169599,NFU1,-0.15057413103908,0.482282619568202,-0.088455981970787,0.767604846982868,0.290225833741356,0.365817284158931,0.327605455132262,0.496313020550922,-1.68811949337174,283,2178,0,156,-0.331516059536164,-0.345503772756026,-0.245528873194303,-0.174232709053517,0,0,0,0,0.21,0.875,14,7,5,0
ENSG00000127824,TUBA4A,-0.353734695590199,0.482282619568202,0.197161070434029,0.80285968301304,-0.400602543101582,0.516401044513868,-0.340342592445113,0.593130483173328,-1.81922193098114,584,2672,0,400,0.236851803015316,NA,NA,0.343812563320692,0,0,0,0,NA,0,14,234,5,1
ENSG00000177169,ULK1,0.241576045895231,0.482282619568202,0.41003590198465,0.10882843506446,0.262917415444584,0.473355501273293,-0.179364087466873,0.680173053801823,-1.99018190852305,735,2877,0,353,NA,NA,NA,NA,0,0,0,0,0.06,0.861,12,63,0,0
ENSG00000167775,CD320,-0.176739548786374,0.482282619568202,-0.034064791038372,0.891201789892738,-0.062353150626033,0.930555028776567,-0.253056817139224,0.71879522804485,-4.0794611864388,479,2212,0,163,0.102031335848987,-0.016321698810371,1.39e-05,0.035135362732695,0,0,0,0,0.4,0.089,0,8,1,0
ENSG00000106086,PLEKHA8,-0.217768890869929,0.482347682526226,-0.097230142803362,0.794042763220734,-0.44071486709238,0.065817992892546,-0.055117150236596,0.961004555158349,-3.01636488445219,693,5382,0,314,NA,NA,NA,NA,0,0,0,0,NA,0.984,11,2,0,0
ENSG00000181873,IBA57,-0.217378480292653,0.482347682526226,0.51702392831799,0.08267511302514,0.306394393620641,0.666207268335746,0.272116283334619,0.651681168942491,-1.86709575290878,469,2150,0,400,NA,NA,NA,NA,0,0,0,0,0.2,0.439,14,10,0,0
ENSG00000152749,GPR180,-0.179009283144118,0.482445844540705,-0.391847222518463,0.094314450808971,-0.089052946689003,0.854376400304205,-0.241249278979935,0.753175274172839,-3.45515152647557,323,2418,0,400,-0.063335091563627,-0.216207318901792,-0.111315465761149,-0.146299199917012,0,0,0,0,0.16,0.956,9,1,0,0
ENSG00000164151,ICE1,0.186505444345657,0.482975570545772,0.157644935872964,0.723067683969669,0.361807579137495,0.495524499489204,-0.143148167155276,0.914764117454986,-2.68986204632048,623,3763,0,400,-0.006726608857504,0.083231014663477,0.359053927950899,-0.033917902041246,0,0,0,0,0.45,0.909,9,4,0,0
ENSG00000173207,CKS1B,-0.27743948412408,0.483056582824526,-0.007645021969553,1,-5.13e-15,1,0.644698967418549,0.88443284837022,-1.0840268368893,829,4631,0,400,-0.100720266984493,-0.030679257241969,0.073725451707545,0.118322180330998,0,0,0,0,NA,0.031,14,134,0,0
ENSG00000163531,NFASC,0.230364297682237,0.483175541643263,-0.316733795107028,0.445980644281843,0.423247359248283,0.837977784513323,-0.153988813982965,0.960072221778883,-1.66206205573478,492,3021,0,NA,0.023389401564859,-0.152991427208881,0.013254710148474,0.041831898544889,0,0,0,0,NA,0.067,12,17,0,0
ENSG00000204104,TRAF3IP1,0.172160234907749,0.48344152990782,0.218236182207746,0.355242475681596,0.333661300103695,0.433305099968882,0.147326249648198,0.829864489590516,-4.48626561814655,376,2355,0,307,-0.151043776928903,NA,NA,NA,0,0,0,0,0.2,0.636,12,17,0,0
ENSG00000065413,ANKRD44,0.221412802366057,0.48344152990782,0.413237494341249,0.130846854925716,0.023694225919269,1,-0.174974822701887,0.806278520068292,-1.75164472410017,476,2683,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0.033,14,33,0,0
ENSG00000171159,C9orf16,0.219360029216198,0.483552834515245,-0.155374989857388,0.783104197320934,-0.06587544704025,0.988026749946774,0.068029871529501,0.952678679162251,-3.20534284883636,485,2160,0,400,-0.295842444572213,0.118638372239568,0.478941497218472,-0.345277501469851,0,0,0,0,0.14,0.39,7,6,0,0
ENSG00000189409,MMP23B,0.624102442789382,0.483647328900529,1.4849523220358,0.059423784208601,0.027157617821288,1,0.198010872057502,0.943520817693938,0.076794556448014,NA,NA,0,400,NA,NA,NA,NA,0,0,0,0,NA,0.007,9,0,0,0
ENSG00000101782,RIOK3,-0.259092619823281,0.483862298476925,-0.223983088946207,0.211188927340812,0.264031091587658,0.550144509558203,0.174743078120786,0.706015970513524,-1.53826648427606,558,3015,0,NA,0.004490140026977,0.156987735833289,0.142227594951212,0.140299814800959,0,0,0,0,0.07,0.933,12,14,0,0
ENSG00000101311,FERMT1,-0.375835069904768,0.483862298476925,-0.488609701056939,0.569679476058689,-0.131159562923336,1,-0.603615274637726,0.927846061902059,-2.76166140902227,262,2019,0,NA,NA,NA,NA,NA,0,0,0,0,0.11,0.893,12,3,0,0
ENSG00000168906,MAT2A,0.249425823699871,0.483893600433731,0.481960709238133,0.001259584451135,-0.533955924984658,0.083248503845147,0.150410867423961,0.734393465956762,-0.817858821202775,788,5790,14.6806,400,-0.14395259869068,0.210453272860766,0.511509347797023,0.102743049493199,0,0,0,0,0.07,0.879,15,123,1,0
ENSG00000185480,PARPBP,-0.304398926300532,0.484245073472084,-0.503954410938016,0.037701146181874,-0.244700090683966,0.858907063236386,-0.589984305097348,0.780540451092234,-3.22052152318745,357,3218,0,227,-0.000130223762267,-0.127770537838241,-0.10490300630575,-0.027324230053831,0,0,0,0,0.42,0.983,9,0,0,0
ENSG00000115641,FHL2,-0.174423574550262,0.484273959345176,-0.23383431954712,0.390848470245125,0.654737578560977,0.304191343843429,0.166065707840475,0.756686692554464,-0.825010696713327,624,4586,0,400,0.425385259259009,0.28054338204994,0.331480073012055,-0.113969507063457,0,0,0,0,NA,0.001,12,79,9,0
ENSG00000162139,NEU3,-0.19474514985076,0.484273959345176,-0.347014035153389,0.219869083507359,0.719611081081254,0.131242530875748,0.414141651898795,0.531551437615344,-0.31339737039792,252,2239,0,NA,NA,NA,NA,0.487838407922853,0,0,0,0,0.44,0.278,9,3,0,0
ENSG00000242247,ARFGAP3,-0.139284624531245,0.484273959345176,-0.13565953484169,0.452731360720244,-0.066706441964747,0.921505859771376,-0.146909916327937,0.845555369231204,-5.9709917757298,614,2362,0,359,-0.116598304395101,-0.196654045363392,0.048103755046469,0.113123180899441,0,0,0,0,0.13,0.998,NA,66,0,0
ENSG00000113273,ARSB,-0.188665731557188,0.484273959345176,-0.561772520660649,0.075289158901572,0.308884904823761,0.756122039037111,-0.191861056876725,0.692936711500251,-1.25312305504397,459,2800,0,NA,-0.322047022193612,-0.20668395672248,-0.229099261772012,NA,0,0,0,0,NA,0,12,2,0,0
ENSG00000090487,SPG21,-0.155925654109599,0.484273959345176,-0.459475566402949,0.002318269231208,0.002513574699774,1,-0.124189958816138,0.783217507806778,-2.4305305482477,477,2536,0,201,0.157086246774439,-0.183146191702386,0.084844174835147,0.103168091771067,0,0,0,0,0.03,0.889,11,19,6,0
ENSG00000123427,METTL21B,0.257024660321933,0.484273959345176,-0.006623850015093,1,-2.03952512786189,0.027741098709493,1.49427383133838,0.022553582891955,1.19318794848711,256,2126,0,308,0.266110932865955,0.008300168560825,0.577385209782898,-0.024445015576754,0,0,0,0,0.14,0.736,6,51,0,0
ENSG00000186871,ERCC6L,-0.397582492297326,0.484273959345176,-0.403181525521924,0.061389930056857,-0.586931251565568,0.041790866110159,0.209150005849107,0.937948643250264,-1.59369850054949,246,1791,0,400,-0.093281590372311,0.520244741698166,-0.089192418308515,0.033462497406346,0,0,0,0,0.41,0.889,11,200,0,0
ENSG00000138764,CCNG2,-0.314183372170847,0.484273959345176,-0.652501291363974,0.013647162284829,-0.224765049621899,0.73455365099267,-0.488408664092285,0.290649544047182,-2.77967468215141,604,3346,0,400,NA,NA,NA,NA,0,0,0,0,0.18,0.254,9,217,1,0
ENSG00000173653,RCE1,0.16724605094469,0.484279425756143,0.139519053570092,0.524387239957832,0.165105889212899,0.803539184983267,-0.149793716468592,0.849389430058766,-3.07436777462738,520,3959,0,374,-0.069232606160592,0.396919929722364,0.264624022300886,0.022177096771874,0,0,0,0,0.06,0.569,5,1,0,0
ENSG00000102390,PBDC1,0.152662644829228,0.484768469183948,0.423874006268712,0.006629250812716,-0.147335255795045,0.692502227777679,0.046136937364609,0.975182791152075,-1.94786644456655,369,3059,0,NA,-0.248963828164562,0.110745080505003,-0.173719206657783,-0.047968600863857,0,0,0,0,0.41,0.636,13,15,0,0
ENSG00000162694,EXTL2,-0.152102215311216,0.485581544499698,-0.392154410509745,0.149456070153388,-0.093323766312352,0.872503349534052,-0.028923302809395,0.990441898694274,-2.81397528416283,722,4965,0,259,-0.109164698184353,-0.372504878851621,0.375473853858194,NA,0,0,0,0,NA,0.982,9,0,0,0
ENSG00000171793,CTPS1,-0.25281374646941,0.485918879465298,-0.205021207559132,0.322831604584793,0.029229113728642,0.992499477430842,0.020919105453164,0.990441898694274,-2.73183039459915,529,3949,0,236,0.01407981851001,-0.0794220069008,0.061840690553366,0.089031591045293,0,0,0,0,0.06,0.923,15,62,0,0
ENSG00000227057,WDR46,-0.123018468232757,0.48611322680462,0.302231419861934,0.088692094009541,0.111321829775501,0.878522836757903,0.102114301849955,0.849106592570606,-3.08952950275292,513,3389,0,NA,0.151803485003311,0.136117443498967,-0.037514586282999,0.066953666017885,0,0,0,0,0.14,0.689,NA,125,0,0
ENSG00000131791,PRKAB2,0.194446175674957,0.486203661299401,-0.076276428883971,0.852706834040376,1.94963760663172,0.000182500366101,0.559589671306572,0.34072148784883,0.657867106966768,587,4426,0,400,NA,NA,0.658672149370606,0.148636100961052,0,0,0,0,NA,0.917,14,36,1,0
ENSG00000101294,HM13,-0.165837647696225,0.486203661299401,-0.314247364802608,0.475219510054168,-0.046396922773187,0.972142357818389,0.128244140437976,0.806171992665478,-2.3851714302352,271,2254,0,44,0.143496081216061,0.049948357568963,-0.059855750801685,-0.11755936096694,0,0,0,0,0.06,0.724,14,31,7,0
ENSG00000102081,FMR1,0.260906332641137,0.486203661299401,0.169069041669817,0.565976209253945,0.056725229271548,0.988027468653099,0.513945945258391,0.233110329112263,-2.8248080058979,525,2989,0,NA,0.18207034153201,0.310682482270851,-0.075560814833906,0.006161046081306,0,0,0,0,0.1,0.975,11,20,2,0
ENSG00000186806,VSIG10L,0.333038792766167,0.486203661299401,0.269541623126665,0.870065162652405,0.209742436811771,0.917801120060007,-0.584162022567181,0.210144326469002,-0.923286907893582,560,2471,0,234,NA,NA,NA,0.131732742590168,0,0,0,0,0.26,0.256,NA,0,0,0
ENSG00000155368,DBI,-0.136596279750773,0.486539886558136,-0.103672556654128,0.690399237334886,-0.209728204396518,0.542592275634332,0.193046322518617,0.750487782685122,-2.93133868178264,573,3819,0,355,-0.377975605640867,-0.501632019669202,-0.243316065415326,-0.045614932939972,0,0,0,0,NA,0.213,14,14,0,0
ENSG00000135931,ARMC9,0.274997607002129,0.486539886558136,0.074637280797818,0.817510412040999,0.018970681631485,1,-0.226808887424404,0.711221823265664,-2.2746584303126,327,2411,0,186,-0.006377000939033,NA,NA,0.050011109309147,0,0,0,0,NA,0.904,11,2,0,0
ENSG00000011566,MAP4K3,0.279661119589966,0.486539886558136,-0.139952166453092,0.637315508761411,-0.023397241996521,1,0.002075842558895,1,-2.98254480022715,596,4100,0,325,-0.235372945788107,0.042837422496184,-0.029814670635866,0.194507322967511,0,0,0,1,NA,0.001,12,178,0,0
ENSG00000125037,EMC3,-0.167040223356534,0.486695156234372,-0.237760047307633,0.337675491101266,-0.173202460044616,0.621284803623638,-0.168050542574629,0.612081144746413,-6.08950844690301,362,1564,0,NA,-0.137840435676055,-0.043092317162668,-0.156054436044544,-0.024590144045504,0,0,0,0,NA,0.958,14,7,0,0
ENSG00000162981,FAM84A,-0.430451276727507,0.486695156234372,0.745312175070076,0.245543938803177,1.23517483075959,0.796734981954599,1.75234808531309,3.11e-06,0.787662741422974,720,4614,0,400,NA,NA,NA,NA,0,0,0,0,NA,0.025,9,1,1,0
ENSG00000134602,STK26,-0.296105786532076,0.486777356864771,-0.377355938615019,0.145019480927784,-0.538941074163939,0.441468020455254,-1.30130101410538,0.103568928272839,-0.718890370796875,416,2412,0,400,NA,NA,NA,NA,0,0,0,1,NA,0.91,0,231,0,0
ENSG00000166225,FRS2,0.155108766486899,0.487076123412315,0.574005328427855,0.033071808828684,0.773690176015839,3.33e-05,-0.024242852969231,0.990441898694274,-1.59382925318021,379,2688,0,NA,0.08824040474735,-0.047249952114251,0.120905904832478,-0.006327724256431,0,0,0,0,NA,0.947,9,0,0,0
ENSG00000171016,PYGO1,-0.238839936685189,0.487142556556911,-0.347124022569399,0.135241912386175,-0.019564608501489,1,-0.78676091973053,0.045258320271631,-1.81880978590624,537,3438,0,183,NA,NA,NA,0.098682899393564,0,0,0,0,0.1,0.242,8,11,0,0
ENSG00000169826,CSGALNACT2,-0.164619675813393,0.487142556556911,0.293903776258338,0.268385130857548,0.357916348901354,0.299441786501801,-0.392560272855204,0.237913409255107,-1.60902385680921,515,3724,0,400,0.1115482548394,0.134349740071796,0.059682834648172,-0.033416340651319,0,0,0,0,0.08,0.305,11,3,0,0
ENSG00000072135,PTPN18,0.175986114900513,0.487863948171105,-0.142137793256235,0.627123373148105,-1.11165299027903,0.795730339971,1.5945362602226,0.002010848687279,0.645307844026729,482,2874,0,400,0.067730105709436,-0.190495763268718,-0.03351098857921,0.195964063810028,0,0,0,1,NA,0.024,3,20,0,0
ENSG00000171174,RBKS,0.301181297767766,0.487863948171105,0.627814180845947,0.047075541837479,-0.020481042855179,1,0.375731487580857,0.744780986641896,-1.90909679895551,351,2539,0,NA,NA,NA,NA,NA,0,0,0,0,0.21,0.865,15,3,0,0
ENSG00000159231,CBR3,0.273948411645577,0.488286385086638,0.095843243241591,0.852706834040376,-0.611383825536947,0.304359365463709,-0.305732346600784,0.771353545805799,-0.808964381260764,466,2946,0,111,-0.257734146824584,-0.1688432778379,0.202732739669225,0.072152671948926,0,0,0,0,0.17,0.001,11,4,0,0
