geneid,mouse_TATA_100bp_TSS_fimo.txt,mouse_most_abundant_03_01_ov_cpg.txt,mouse_most_abundant_05_01_ov_cpg.txt
ENSMUSG00000057691,0,354,354
ENSMUSG00000025188,0,217,217
ENSMUSG00000040651,0,390,390
ENSMUSG00000072919,0,0,0
ENSMUSG00000030792,0,0,0
ENSMUSG00000006651,0,0,0
ENSMUSG00000052387,0,0,0
ENSMUSG00000040564,0,0,0
ENSMUSG00000017837,0,172,172
ENSMUSG00000028451,0,0,0
ENSMUSG00000078427,0,400,427
ENSMUSG00000029918,0,191,191
ENSMUSG00000002661,0,58,58
ENSMUSG00000004929,0,234,234
ENSMUSG00000004233,0,213,213
ENSMUSG00000037916,0,129,129
ENSMUSG00000021306,0,400,456
ENSMUSG00000024213,0,400,426
ENSMUSG00000027999,0,205,205
ENSMUSG00000035596,0,400,600
ENSMUSG00000035936,0,81,81
ENSMUSG00000040734,0,242,242
ENSMUSG00000073427,0,0,0
ENSMUSG00000028218,0,0,0
ENSMUSG00000074797,0,148,148
ENSMUSG00000008301,0,121,121
ENSMUSG00000020870,0,0,0
ENSMUSG00000026421,0,85,85
ENSMUSG00000021669,0,190,342
ENSMUSG00000026565,0,400,600
ENSMUSG00000096486,0,0,0
ENSMUSG00000078185,0,0,0
ENSMUSG00000022109,0,208,208
ENSMUSG00000040828,0,0,0
ENSMUSG00000049422,0,0,0
ENSMUSG00000007594,0,0,0
ENSMUSG00000038528,0,0,0
ENSMUSG00000036992,0,145,145
ENSMUSG00000038274,0,323,323
ENSMUSG00000068101,0,147,147
ENSMUSG00000049940,0,400,600
ENSMUSG00000070511,0,0,0
ENSMUSG00000019944,0,400,600
ENSMUSG00000020955,0,147,147
ENSMUSG00000030016,0,227,227
ENSMUSG00000049612,0,0,0
ENSMUSG00000023052,0,0,0
ENSMUSG00000021779,0,400,600
ENSMUSG00000024542,0,300,300
ENSMUSG00000028017,0,0,0
ENSMUSG00000030091,0,281,281
ENSMUSG00000031928,0,339,339
ENSMUSG00000078851,0,400,600
ENSMUSG00000090698,0,0,0
ENSMUSG00000027784,0,400,600
ENSMUSG00000020176,0,400,600
ENSMUSG00000023979,0,0,0
ENSMUSG00000037001,0,179,179
ENSMUSG00000027379,0,226,226
ENSMUSG00000022136,0,400,483
ENSMUSG00000032591,0,0,0
ENSMUSG00000035048,0,400,600
ENSMUSG00000054519,0,32,32
ENSMUSG00000022452,0,195,195
ENSMUSG00000039634,0,249,249
ENSMUSG00000026495,0,400,544
ENSMUSG00000027599,0,94,94
ENSMUSG00000018819,0,0,0
ENSMUSG00000090622,0,400,600
ENSMUSG00000064358,0,0,0
ENSMUSG00000005609,0,386,386
ENSMUSG00000026260,0,204,204
ENSMUSG00000027286,0,326,326
ENSMUSG00000022033,0,134,134
ENSMUSG00000036109,0,400,524
ENSMUSG00000036430,0,205,205
ENSMUSG00000025271,0,0,0
ENSMUSG00000032252,0,276,276
ENSMUSG00000021983,0,169,169
ENSMUSG00000030970,0,400,600
ENSMUSG00000004031,0,48,48
ENSMUSG00000020522,0,400,529
ENSMUSG00000041920,0,400,600
ENSMUSG00000049764,0,266,266
ENSMUSG00000002814,0,400,502
ENSMUSG00000020775,0,124,124
ENSMUSG00000043807,0,0,0
ENSMUSG00000033216,0,259,259
ENSMUSG00000038721,0,46,46
ENSMUSG00000059040,0,0,0
ENSMUSG00000053205,0,400,556
ENSMUSG00000018322,0,0,0
ENSMUSG00000020083,0,0,0
ENSMUSG00000028553,0,0,0
ENSMUSG00000030339,0,313,313
ENSMUSG00000031060,0,400,600
ENSMUSG00000032484,0,0,0
ENSMUSG00000052911,0,0,0
ENSMUSG00000074199,0,0,0
ENSMUSG00000039623,0,341,341
ENSMUSG00000055976,0,399,399
ENSMUSG00000006344,0,0,0
ENSMUSG00000028920,0,254,254
ENSMUSG00000051034,0,195,195
ENSMUSG00000056938,0,400,479
ENSMUSG00000021208,0,0,0
ENSMUSG00000026669,0,113,113
ENSMUSG00000024941,0,79,79
ENSMUSG00000025470,0,327,327
ENSMUSG00000027293,0,343,343
ENSMUSG00000037628,0,313,313
ENSMUSG00000038005,0,326,326
ENSMUSG00000024050,0,0,0
ENSMUSG00000038372,0,195,195
ENSMUSG00000091405,0,49,49
ENSMUSG00000026082,0,400,600
ENSMUSG00000078308,0,0,0
ENSMUSG00000006456,0,400,482
ENSMUSG00000014551,0,176,176
ENSMUSG00000021810,0,0,0
ENSMUSG00000029823,0,400,523
ENSMUSG00000030615,0,312,312
ENSMUSG00000045252,0,400,560
ENSMUSG00000078380,0,0,0
ENSMUSG00000030361,0,0,0
ENSMUSG00000033991,0,0,0
ENSMUSG00000062328,0,150,150
ENSMUSG00000021496,0,296,296
ENSMUSG00000034206,0,0,0
ENSMUSG00000046364,0,368,368
ENSMUSG00000071646,0,239,239
ENSMUSG00000006390,0,0,0
ENSMUSG00000021054,0,305,305
ENSMUSG00000063457,0,243,243
ENSMUSG00000020022,0,206,206
ENSMUSG00000031832,0,167,167
ENSMUSG00000001865,0,0,0
ENSMUSG00000030786,0,0,0
ENSMUSG00000024914,0,400,600
ENSMUSG00000063820,0,0,0
ENSMUSG00000034235,0,0,0
ENSMUSG00000045435,0,400,600
ENSMUSG00000107906,0,91,91
ENSMUSG00000035179,0,0,0
ENSMUSG00000055200,0,298,298
ENSMUSG00000059070,0,400,468
ENSMUSG00000001524,0,0,0
ENSMUSG00000003200,0,308,308
ENSMUSG00000003360,0,233,233
ENSMUSG00000005161,0,302,302
ENSMUSG00000006221,0,0,0
ENSMUSG00000011832,0,286,286
ENSMUSG00000021540,0,254,254
ENSMUSG00000024378,0,349,349
ENSMUSG00000026894,0,201,201
ENSMUSG00000027358,0,296,296
ENSMUSG00000029250,0,400,600
ENSMUSG00000030744,0,75,75
ENSMUSG00000031527,0,272,272
ENSMUSG00000032480,0,400,498
ENSMUSG00000034525,0,371,371
ENSMUSG00000037190,0,0,0
ENSMUSG00000041716,0,0,0
ENSMUSG00000074476,0,400,470
ENSMUSG00000020412,0,226,226
ENSMUSG00000027374,0,148,148
ENSMUSG00000031984,0,400,600
ENSMUSG00000039476,0,0,0
ENSMUSG00000028843,0,174,174
ENSMUSG00000063316,0,58,58
ENSMUSG00000034610,0,296,296
ENSMUSG00000034663,0,400,600
ENSMUSG00000020454,0,400,481
ENSMUSG00000030722,0,216,216
ENSMUSG00000038500,0,247,447
ENSMUSG00000030352,0,110,110
ENSMUSG00000035067,0,1,201
ENSMUSG00000048644,0,178,178
ENSMUSG00000030303,0,266,266
ENSMUSG00000075015,0,0,0
ENSMUSG00000038482,0,22,222
ENSMUSG00000018166,0,357,557
ENSMUSG00000024109,0,0,0
ENSMUSG00000026436,0,365,365
ENSMUSG00000036223,0,91,91
ENSMUSG00000019297,0,170,170
ENSMUSG00000021908,0,0,0
ENSMUSG00000026374,0,217,217
ENSMUSG00000028081,0,167,167
ENSMUSG00000029147,0,400,416
ENSMUSG00000030284,0,398,598
ENSMUSG00000032350,0,119,119
ENSMUSG00000038782,0,0,0
ENSMUSG00000072258,0,0,0
ENSMUSG00000079442,0,256,256
ENSMUSG00000022194,0,192,192
ENSMUSG00000067608,0,0,0
ENSMUSG00000022096,0,84,84
ENSMUSG00000014355,0,208,208
ENSMUSG00000018446,0,190,190
ENSMUSG00000004791,0,336,336
ENSMUSG00000022220,0,0,0
ENSMUSG00000035674,0,175,175
ENSMUSG00000016619,0,400,567
ENSMUSG00000001827,0,0,0
ENSMUSG00000106864,0,221,221
ENSMUSG00000026393,0,215,215
ENSMUSG00000036534,0,0,0
ENSMUSG00000045128,0,328,328
ENSMUSG00000021675,0,0,0
ENSMUSG00000067780,0,0,0
ENSMUSG00000040725,0,400,600
ENSMUSG00000045576,0,324,324
ENSMUSG00000029119,0,177,177
ENSMUSG00000050490,0,0,0
ENSMUSG00000031495,0,0,0
ENSMUSG00000012443,0,400,586
ENSMUSG00000035757,0,214,214
ENSMUSG00000031059,0,400,600
ENSMUSG00000031299,0,144,144
ENSMUSG00000031887,0,167,167
ENSMUSG00000037490,0,0,0
ENSMUSG00000031861,0,0,0
ENSMUSG00000041164,0,0,0
ENSMUSG00000043668,0,0,0
ENSMUSG00000036281,0,171,171
ENSMUSG00000023911,0,265,265
ENSMUSG00000040877,0,400,505
ENSMUSG00000074063,0,0,0
ENSMUSG00000035632,0,400,450
ENSMUSG00000034667,0,400,491
ENSMUSG00000053164,0,0,0
ENSMUSG00000019791,0,229,229
ENSMUSG00000031158,0,220,220
ENSMUSG00000024053,0,400,412
ENSMUSG00000040385,0,356,356
ENSMUSG00000025912,0,400,600
ENSMUSG00000019984,0,297,297
ENSMUSG00000002546,0,400,600
ENSMUSG00000028779,0,0,0
ENSMUSG00000054520,0,0,0
ENSMUSG00000056832,0,0,0
ENSMUSG00000072720,0,0,0
ENSMUSG00000105827,0,176,176
ENSMUSG00000033952,0,241,241
ENSMUSG00000038453,0,340,340
ENSMUSG00000054611,0,400,600
ENSMUSG00000022335,0,400,410
ENSMUSG00000027200,0,400,600
ENSMUSG00000029687,0,400,600
ENSMUSG00000039521,2.67E-05,0,0
ENSMUSG00000049396,0,154,154
ENSMUSG00000061755,0,387,387
ENSMUSG00000030871,0,400,600
ENSMUSG00000034538,0,0,0
ENSMUSG00000038387,0,0,0
ENSMUSG00000046201,0,400,600
ENSMUSG00000024659,0,0,0
ENSMUSG00000037608,0,400,600
ENSMUSG00000041556,0,400,600
ENSMUSG00000049230,0,0,0
ENSMUSG00000075256,0,0,0
ENSMUSG00000041079,0,202,202
ENSMUSG00000058558,0,137,137
ENSMUSG00000032384,0,0,0
ENSMUSG00000029138,0,0,0
ENSMUSG00000019872,0,0,0
ENSMUSG00000025786,0,400,463
ENSMUSG00000031825,0,269,269
ENSMUSG00000032103,0,0,0
ENSMUSG00000022432,0,323,323
ENSMUSG00000028772,0,366,544
ENSMUSG00000032333,0,199,199
ENSMUSG00000053121,0,400,600
ENSMUSG00000078867,0,0,0
ENSMUSG00000000740,0,231,231
ENSMUSG00000031353,0,400,413
ENSMUSG00000019987,0,0,0
ENSMUSG00000024831,0,315,315
ENSMUSG00000028567,0,0,0
ENSMUSG00000032244,0,400,482
ENSMUSG00000032399,0,0,0
ENSMUSG00000040265,0,0,0
ENSMUSG00000042496,0,0,0
ENSMUSG00000007888,0,145,145
ENSMUSG00000027463,0,0,0
ENSMUSG00000038170,0,236,236
ENSMUSG00000067424,0,0,0
ENSMUSG00000018661,0,0,0
ENSMUSG00000050295,0,400,600
ENSMUSG00000087610,0,0,0
ENSMUSG00000000167,0,338,538
ENSMUSG00000027896,0,0,0
ENSMUSG00000033964,0,386,386
ENSMUSG00000028378,0,0,0
ENSMUSG00000040570,0,400,401
ENSMUSG00000047126,0,400,600
ENSMUSG00000046873,0,274,274
ENSMUSG00000067873,0,400,546
ENSMUSG00000029641,0,224,224
ENSMUSG00000057132,0,0,0
ENSMUSG00000061894,0,0,0
ENSMUSG00000003199,0,231,231
ENSMUSG00000091476,0,343,343
ENSMUSG00000025583,0,378,378
ENSMUSG00000079018,0,0,0
ENSMUSG00000035049,0,132,132
ENSMUSG00000001289,0,170,170
ENSMUSG00000029716,0,0,0
ENSMUSG00000060950,0,345,345
ENSMUSG00000031024,0,0,0
ENSMUSG00000029291,0,52,52
ENSMUSG00000044303,0,0,0
ENSMUSG00000091423,0,209,209
ENSMUSG00000000154,0,0,0
ENSMUSG00000023903,0,272,272
ENSMUSG00000023980,0,201,201
ENSMUSG00000037852,0,229,229
ENSMUSG00000041608,0,0,0
ENSMUSG00000013465,0,201,201
ENSMUSG00000024944,0,100,100
ENSMUSG00000040498,0,0,0
ENSMUSG00000023036,0,0,0
ENSMUSG00000025234,0,400,524
ENSMUSG00000026835,0,0,0
ENSMUSG00000029202,0,400,600
ENSMUSG00000030708,0,0,0
ENSMUSG00000032262,0,366,366
ENSMUSG00000033124,0,0,0
ENSMUSG00000090863,0,400,600
ENSMUSG00000029287,0,134,134
ENSMUSG00000042766,0,0,20
ENSMUSG00000000782,4.71E-05,237,437
ENSMUSG00000001604,0,131,131
ENSMUSG00000038664,0,400,600
ENSMUSG00000068154,0,400,600
ENSMUSG00000034509,0,0,0
ENSMUSG00000039347,0,0,0
ENSMUSG00000063382,0,342,542
ENSMUSG00000024403,0,127,127
ENSMUSG00000038957,0,143,143
ENSMUSG00000069439,0,0,0
ENSMUSG00000074594,0,0,0
ENSMUSG00000001844,0,198,198
ENSMUSG00000027843,0,0,0
ENSMUSG00000024201,0,400,600
ENSMUSG00000027170,0,160,160
ENSMUSG00000035378,0,324,324
ENSMUSG00000023781,0,0,0
ENSMUSG00000040414,0,400,600
ENSMUSG00000060093,0,400,600
ENSMUSG00000072663,0,0,0
ENSMUSG00000010142,0,0,0
ENSMUSG00000040586,0,400,468
ENSMUSG00000062647,0,400,447
ENSMUSG00000021819,0,176,176
ENSMUSG00000028896,0,153,153
ENSMUSG00000003464,0,0,0
ENSMUSG00000083780,0,0,0
ENSMUSG00000025198,0,189,189
ENSMUSG00000028468,0,400,511
ENSMUSG00000062175,0,339,339
ENSMUSG00000037857,0,0,0
ENSMUSG00000079487,0,143,259
ENSMUSG00000005069,0,226,226
ENSMUSG00000021699,0,400,600
ENSMUSG00000037944,0,0,0
ENSMUSG00000063180,0,0,0
ENSMUSG00000036391,0,304,304
ENSMUSG00000021477,0,237,237
ENSMUSG00000035951,0,0,0
ENSMUSG00000037007,0,0,0
ENSMUSG00000046056,0,0,0
ENSMUSG00000058470,0,0,0
ENSMUSG00000017943,0,90,90
ENSMUSG00000042476,0,204,204
ENSMUSG00000033961,0,107,107
ENSMUSG00000032491,0,0,0
ENSMUSG00000020814,0,210,210
ENSMUSG00000026203,0,87,87
ENSMUSG00000029771,0,327,327
ENSMUSG00000035173,0,260,260
ENSMUSG00000035456,0,0,0
ENSMUSG00000030256,0,322,522
ENSMUSG00000034042,0,400,600
ENSMUSG00000034765,0,400,508
ENSMUSG00000057863,0,199,199
ENSMUSG00000054951,0,0,0
ENSMUSG00000031574,0,0,0
ENSMUSG00000030493,0,0,0
ENSMUSG00000079707,0,277,277
ENSMUSG00000037742,0,400,546
ENSMUSG00000038535,0,400,428
ENSMUSG00000030084,0,400,600
ENSMUSG00000030281,0,0,0
ENSMUSG00000037296,0,400,600
ENSMUSG00000039137,0,242,242
ENSMUSG00000038227,0,0,0
ENSMUSG00000041679,0,400,498
ENSMUSG00000007207,0,197,197
ENSMUSG00000036902,0,0,0
ENSMUSG00000001739,0,0,0
ENSMUSG00000018001,0,167,167
ENSMUSG00000074037,0,0,0
ENSMUSG00000022996,0,217,217
ENSMUSG00000041258,0,320,320
ENSMUSG00000058594,0,400,415
ENSMUSG00000091243,0,400,600
ENSMUSG00000001016,0,158,158
ENSMUSG00000001855,0,356,356
ENSMUSG00000026004,0,400,421
ENSMUSG00000027472,0,154,154
ENSMUSG00000028397,0,315,315
ENSMUSG00000038524,0,259,259
ENSMUSG00000044641,0,400,584
ENSMUSG00000008450,0,273,273
ENSMUSG00000014980,0,162,162
ENSMUSG00000022843,0,366,366
ENSMUSG00000002015,0,399,594
ENSMUSG00000020917,0,72,72
ENSMUSG00000054843,0,400,600
ENSMUSG00000030074,0,87,87
ENSMUSG00000031385,0,0,0
ENSMUSG00000047155,0,0,0
ENSMUSG00000024327,0,327,527
ENSMUSG00000068877,3.62E-05,0,0
ENSMUSG00000027833,0,395,395
ENSMUSG00000037593,0,0,0
ENSMUSG00000008575,0,400,600
ENSMUSG00000025532,0,136,136
ENSMUSG00000028273,0,181,181
ENSMUSG00000030610,0,175,175
ENSMUSG00000035949,0,162,162
ENSMUSG00000095186,0,0,0
ENSMUSG00000009092,0,272,272
ENSMUSG00000025352,0,59,59
ENSMUSG00000040521,0,116,116
ENSMUSG00000036896,0,0,0
ENSMUSG00000059325,0,205,205
ENSMUSG00000024430,2.23E-05,176,176
ENSMUSG00000072972,0,0,0
ENSMUSG00000026383,0,0,0
ENSMUSG00000071176,0,319,319
ENSMUSG00000003573,0,14,14
ENSMUSG00000054263,0,0,0
ENSMUSG00000019464,0,0,0
ENSMUSG00000020921,0,143,143
ENSMUSG00000037664,0,400,527
ENSMUSG00000056427,0,328,328
ENSMUSG00000030641,0,400,580
ENSMUSG00000026727,0,190,190
ENSMUSG00000026788,0,290,290
ENSMUSG00000022678,0,320,320
ENSMUSG00000006998,0,198,198
ENSMUSG00000052525,0,349,349
ENSMUSG00000039452,0,247,247
ENSMUSG00000024780,0,365,365
ENSMUSG00000027931,0,400,411
ENSMUSG00000035459,2.89E-05,0,0
ENSMUSG00000042216,0,0,0
ENSMUSG00000027466,0,166,166
ENSMUSG00000061882,0,0,0
ENSMUSG00000031144,0,85,85
ENSMUSG00000025794,0,236,236
ENSMUSG00000073016,0,0,0
ENSMUSG00000003198,0,137,137
ENSMUSG00000024521,0,321,321
ENSMUSG00000039262,0,322,322
ENSMUSG00000042670,0,400,417
ENSMUSG00000035845,0,400,600
ENSMUSG00000037458,2.33E-05,400,564
ENSMUSG00000021704,0,181,181
ENSMUSG00000022003,0,184,184
ENSMUSG00000027652,0,319,319
ENSMUSG00000042747,0,0,0
ENSMUSG00000022665,0,0,0
ENSMUSG00000028646,0,400,412
ENSMUSG00000029761,0,0,0
ENSMUSG00000022855,0,400,400
ENSMUSG00000078866,0,0,0
ENSMUSG00000020527,0,400,468
ENSMUSG00000038354,0,169,169
ENSMUSG00000066798,0,320,320
ENSMUSG00000019373,0,120,120
ENSMUSG00000021114,0,400,600
ENSMUSG00000079414,0,0,0
ENSMUSG00000063931,0,145,145
ENSMUSG00000047824,0,202,202
ENSMUSG00000075031,0,9,9
ENSMUSG00000071657,0,0,0
ENSMUSG00000034161,5.87E-05,146,146
ENSMUSG00000070814,0,400,470
ENSMUSG00000037225,0,0,0
ENSMUSG00000058291,0,130,130
ENSMUSG00000095547,0,0,0
ENSMUSG00000030822,0,65,265
ENSMUSG00000000560,0,349,349
ENSMUSG00000004865,0,253,253
ENSMUSG00000025630,0,235,235
ENSMUSG00000078157,8.42E-05,0,0
ENSMUSG00000035298,0,0,0
ENSMUSG00000002660,0,281,281
ENSMUSG00000023348,0,0,0
ENSMUSG00000026174,0,400,600
ENSMUSG00000053178,0,281,281
ENSMUSG00000000003,0,0,0
ENSMUSG00000000037,0,0,0
ENSMUSG00000000049,0,0,0
ENSMUSG00000000093,0,400,562
ENSMUSG00000000094,0,0,0
ENSMUSG00000000103,0,0,0
ENSMUSG00000000120,0,0,0
ENSMUSG00000000125,0,400,600
ENSMUSG00000000142,0,259,259
ENSMUSG00000000159,0,0,0
ENSMUSG00000000182,7.19E-05,0,0
ENSMUSG00000000183,0,0,0
ENSMUSG00000000197,0,49,49
ENSMUSG00000000214,5.66E-05,0,0
ENSMUSG00000000215,0,0,0
ENSMUSG00000000216,0,338,338
ENSMUSG00000000223,0,0,0
ENSMUSG00000000248,0,0,0
ENSMUSG00000000266,0,0,0
ENSMUSG00000000296,0,178,178
ENSMUSG00000000305,0,256,256
ENSMUSG00000000308,0,0,0
ENSMUSG00000000381,0,0,0
ENSMUSG00000000385,0,88,88
ENSMUSG00000000394,2.43E-05,0,0
ENSMUSG00000000402,0,0,0
ENSMUSG00000000411,0,143,343
ENSMUSG00000000416,0,337,337
ENSMUSG00000000435,0,0,0
ENSMUSG00000000544,0,0,0
ENSMUSG00000000606,0,0,0
ENSMUSG00000000617,0,0,0
ENSMUSG00000000627,0,67,67
ENSMUSG00000000632,0,131,131
ENSMUSG00000000690,0,172,172
ENSMUSG00000000701,0,0,0
ENSMUSG00000000706,0,0,0
ENSMUSG00000000724,0,0,0
ENSMUSG00000000731,0,173,173
ENSMUSG00000000739,0,0,0
ENSMUSG00000000766,0,0,0
ENSMUSG00000000791,0,0,0
ENSMUSG00000000792,0,230,230
ENSMUSG00000000817,0,0,0
ENSMUSG00000000869,0,0,0
ENSMUSG00000000889,0,0,0
ENSMUSG00000000948,0,0,0
ENSMUSG00000001023,0,0,0
ENSMUSG00000001027,0,0,0
ENSMUSG00000001076,0,400,600
ENSMUSG00000001103,0,0,0
ENSMUSG00000001155,1.24E-05,0,0
ENSMUSG00000001168,0,0,0
ENSMUSG00000001225,0,0,0
ENSMUSG00000001240,0,264,264
ENSMUSG00000001260,0,0,0
ENSMUSG00000001333,0,157,157
ENSMUSG00000001444,0,109,109
ENSMUSG00000001493,0,0,0
ENSMUSG00000001494,0,0,0
ENSMUSG00000001496,0,273,273
ENSMUSG00000001497,0,0,0
ENSMUSG00000001504,0,400,600
ENSMUSG00000001507,0,400,539
ENSMUSG00000001508,0,0,0
ENSMUSG00000001510,0,213,213
ENSMUSG00000001520,0,0,0
ENSMUSG00000001558,0,0,0
ENSMUSG00000001566,0,400,414
ENSMUSG00000001583,0,0,0
ENSMUSG00000001622,0,0,0
ENSMUSG00000001655,0,0,0
ENSMUSG00000001656,0,210,210
ENSMUSG00000001657,0,238,238
ENSMUSG00000001670,0,0,0
ENSMUSG00000001672,0,186,186
ENSMUSG00000001773,0,0,0
ENSMUSG00000001802,0,159,159
ENSMUSG00000001804,0,0,0
ENSMUSG00000001815,0,249,297
ENSMUSG00000001819,0,400,600
ENSMUSG00000001823,0,0,0
ENSMUSG00000001901,0,0,0
ENSMUSG00000001943,0,0,0
ENSMUSG00000001985,0,400,600
ENSMUSG00000001988,0,150,150
ENSMUSG00000002006,0,225,225
ENSMUSG00000002007,1.13E-05,0,0
ENSMUSG00000002012,0,0,0
ENSMUSG00000002033,0,0,0
ENSMUSG00000002057,0,0,0
ENSMUSG00000002190,0,235,235
ENSMUSG00000002240,0,0,0
ENSMUSG00000002249,0,400,600
ENSMUSG00000002265,0,77,77
ENSMUSG00000002266,0,285,285
ENSMUSG00000002324,0,0,0
ENSMUSG00000002341,0,0,0
ENSMUSG00000002384,0,400,600
ENSMUSG00000002459,0,272,272
ENSMUSG00000002588,0,0,0
ENSMUSG00000002633,0,0,0
ENSMUSG00000002664,0,0,0
ENSMUSG00000002688,0,323,323
ENSMUSG00000002771,0,0,0
ENSMUSG00000002799,0,400,547
ENSMUSG00000002831,0,0,0
ENSMUSG00000002908,0,112,112
ENSMUSG00000002930,0,0,0
ENSMUSG00000003051,0,0,0
ENSMUSG00000003053,0,0,0
ENSMUSG00000003227,0,0,0
ENSMUSG00000003279,0,400,443
ENSMUSG00000003309,0,296,296
ENSMUSG00000003341,0,0,0
ENSMUSG00000003410,1.32E-05,244,244
ENSMUSG00000003411,0,143,143
ENSMUSG00000003436,0,0,0
ENSMUSG00000003469,0,0,0
ENSMUSG00000003476,2.53E-05,0,0
ENSMUSG00000003477,4.16E-05,0,0
ENSMUSG00000003505,0,0,0
ENSMUSG00000003555,0,0,0
ENSMUSG00000003657,7.53E-05,203,203
ENSMUSG00000003934,0,289,289
ENSMUSG00000003949,0,391,391
ENSMUSG00000003974,0,0,0
ENSMUSG00000004035,0,0,0
ENSMUSG00000004038,0,0,0
ENSMUSG00000004231,0,400,569
ENSMUSG00000004328,0,0,0
ENSMUSG00000004341,0,0,0
ENSMUSG00000004344,0,0,0
ENSMUSG00000004360,0,0,0
ENSMUSG00000004366,5.53E-05,115,115
ENSMUSG00000004415,0,0,0
ENSMUSG00000004540,0,0,0
ENSMUSG00000004542,0,0,0
ENSMUSG00000004612,0,0,0
ENSMUSG00000004613,0,0,0
ENSMUSG00000004651,0,0,0
ENSMUSG00000004654,0,0,0
ENSMUSG00000004821,0,0,0
ENSMUSG00000004842,8.14E-05,0,0
ENSMUSG00000004872,0,400,549
ENSMUSG00000004892,0,0,0
ENSMUSG00000004894,0,0,0
ENSMUSG00000004902,0,0,0
ENSMUSG00000004939,5.83E-06,0,0
ENSMUSG00000004948,0,0,0
ENSMUSG00000005220,0,324,324
ENSMUSG00000005232,0,0,0
ENSMUSG00000005251,0,296,296
ENSMUSG00000005268,0,0,0
ENSMUSG00000005320,0,110,110
ENSMUSG00000005338,0,204,204
ENSMUSG00000005355,0,0,0
ENSMUSG00000005357,0,248,248
ENSMUSG00000005360,0,51,51
ENSMUSG00000005364,0,0,0
ENSMUSG00000005373,0,155,155
ENSMUSG00000005474,0,0,0
ENSMUSG00000005493,0,0,0
ENSMUSG00000005503,0,151,151
ENSMUSG00000005540,8.32E-05,0,0
ENSMUSG00000005547,0,0,0
ENSMUSG00000005553,0,0,0
ENSMUSG00000005611,0,0,0
ENSMUSG00000005628,0,0,0
ENSMUSG00000005640,0,196,196
ENSMUSG00000005649,9.36E-05,0,0
ENSMUSG00000005696,0,0,0
ENSMUSG00000005716,0,0,0
ENSMUSG00000005864,0,0,0
ENSMUSG00000005883,0,0,0
ENSMUSG00000005891,0,0,0
ENSMUSG00000005892,7.19E-05,0,0
ENSMUSG00000005917,0,400,600
ENSMUSG00000005947,0,0,0
ENSMUSG00000005952,0,0,0
ENSMUSG00000005980,0,0,0
ENSMUSG00000005994,0,0,0
ENSMUSG00000006007,0,0,0
ENSMUSG00000006056,0,0,0
ENSMUSG00000006143,0,0,0
ENSMUSG00000006200,0,98,98
ENSMUSG00000006204,0,0,0
ENSMUSG00000006218,0,182,182
ENSMUSG00000006235,0,0,0
ENSMUSG00000006269,0,0,0
ENSMUSG00000006270,0,400,525
ENSMUSG00000006311,0,0,0
ENSMUSG00000006345,3.57E-05,0,0
ENSMUSG00000006369,0,88,88
ENSMUSG00000006386,0,0,0
ENSMUSG00000006389,0,0,0
ENSMUSG00000006445,9.36E-05,62,62
ENSMUSG00000006457,0,0,0
ENSMUSG00000006469,0,0,0
ENSMUSG00000006488,0,0,0
ENSMUSG00000006490,0,0,0
ENSMUSG00000006522,0,0,0
ENSMUSG00000006529,0,0,0
ENSMUSG00000006538,0,400,521
ENSMUSG00000006542,0,190,190
ENSMUSG00000006546,0,344,344
ENSMUSG00000006567,0,400,600
ENSMUSG00000006570,0,0,0
ENSMUSG00000006574,0,0,0
ENSMUSG00000006575,0,0,0
ENSMUSG00000006586,0,400,552
ENSMUSG00000006587,0,0,0
ENSMUSG00000006642,0,0,0
ENSMUSG00000006675,0,193,193
ENSMUSG00000006711,0,0,0
ENSMUSG00000006720,0,168,168
ENSMUSG00000006724,7.19E-05,0,0
ENSMUSG00000006764,0,0,0
ENSMUSG00000006777,0,0,0
ENSMUSG00000006948,0,0,0
ENSMUSG00000006958,0,400,441
ENSMUSG00000007034,0,0,0
ENSMUSG00000007097,0,0,0
ENSMUSG00000007107,0,0,0
ENSMUSG00000007122,0,0,0
ENSMUSG00000007209,0,0,0
ENSMUSG00000007279,0,185,185
ENSMUSG00000007440,0,0,0
ENSMUSG00000007457,0,0,0
ENSMUSG00000007480,0,0,0
ENSMUSG00000007653,0,0,0
ENSMUSG00000007877,0,0,0
ENSMUSG00000007907,0,0,0
ENSMUSG00000007908,0,49,49
ENSMUSG00000007944,0,190,190
ENSMUSG00000007946,0,400,422
ENSMUSG00000007989,0,400,516
ENSMUSG00000008129,0,256,348
ENSMUSG00000008153,0,0,0
ENSMUSG00000008438,0,0,0
ENSMUSG00000008461,0,0,0
ENSMUSG00000008482,0,0,0
ENSMUSG00000008489,0,233,233
ENSMUSG00000008590,0,0,0
ENSMUSG00000008601,0,0,0
ENSMUSG00000008658,0,0,0
ENSMUSG00000008789,0,0,0
ENSMUSG00000008813,0,0,0
ENSMUSG00000008843,0,0,0
ENSMUSG00000008845,0,0,0
ENSMUSG00000008874,0,0,0
ENSMUSG00000008932,0,0,0
ENSMUSG00000008999,0,400,442
ENSMUSG00000009047,5.72E-06,0,0
ENSMUSG00000009070,0,0,0
ENSMUSG00000009097,0,343,343
ENSMUSG00000009108,0,0,0
ENSMUSG00000009114,0,0,0
ENSMUSG00000009115,0,0,0
ENSMUSG00000009210,0,0,0
ENSMUSG00000009214,0,0,0
