human,rhesus,rat,mouse
ENSG00000181773,ENSMMUG00000018325,ENSRNOG00000009540,ENSMUSG00000049649
ENSG00000142549,ENSMMUG00000023529,ENSRNOG00000017918,ENSMUSG00000013367
ENSG00000176974,ENSMMUG00000013535,ENSRNOG00000005275,ENSMUSG00000020534
ENSG00000116198,ENSMMUG00000015173,ENSRNOG00000025000,ENSMUSG00000039523
ENSG00000140319,ENSMMUG00000016061,ENSRNOG00000007512,ENSMUSG00000009549
ENSG00000153207,ENSMMUG00000016408,ENSRNOG00000023541,ENSMUSG00000026491
ENSG00000088833,ENSMMUG00000015994,ENSRNOG00000008604,ENSMUSG00000027455
ENSG00000187601,ENSMMUG00000011534,ENSRNOG00000003178,ENSMUSG00000047238
ENSG00000134248,ENSMMUG00000015023,ENSRNOG00000018186,ENSMUSG00000087260
ENSG00000102900,ENSMMUG00000013778,ENSRNOG00000018564,ENSMUSG00000032939
ENSG00000125656,ENSMMUG00000028914,ENSRNOG00000047052,ENSMUSG00000002660
ENSG00000105989,ENSMMUG00000021725,ENSRNOG00000051905,ENSMUSG00000010797
ENSG00000043143,ENSMMUG00000000358,ENSRNOG00000004956,ENSMUSG00000020387
ENSG00000099377,ENSMMUG00000003235,ENSRNOG00000019080,ENSMUSG00000042289
ENSG00000135655,ENSMMUG00000000955,ENSRNOG00000023202,ENSMUSG00000020124
ENSG00000139055,ENSMMUG00000018030,ENSRNOG00000005787,ENSMUSG00000030219
ENSG00000107872,ENSMMUG00000002996,ENSRNOG00000019509,ENSMUSG00000025226
ENSG00000126814,ENSMMUG00000013611,ENSRNOG00000007785,ENSMUSG00000034442
ENSG00000172456,ENSMMUG00000002387,ENSRNOG00000008907,ENSMUSG00000028573
ENSG00000133313,ENSMMUG00000008938,ENSRNOG00000015591,ENSMUSG00000024644
ENSG00000106070,ENSMMUG00000019992,ENSRNOG00000004290,ENSMUSG00000020176
ENSG00000138468,ENSMMUG00000011363,ENSRNOG00000001616,ENSMUSG00000052917
ENSG00000167513,ENSMMUG00000013823,ENSRNOG00000013970,ENSMUSG00000006585
ENSG00000133739,ENSMMUG00000006370,ENSRNOG00000010891,ENSMUSG00000027550
ENSG00000155980,ENSMMUG00000001179,ENSRNOG00000005299,ENSMUSG00000074657
ENSG00000117385,ENSMMUG00000022381,ENSRNOG00000053991,ENSMUSG00000028641
ENSG00000147119,ENSMMUG00000019663,ENSRNOG00000004258,ENSMUSG00000037347
ENSG00000132819,ENSMMUG00000031391,ENSRNOG00000006420,ENSMUSG00000027510
ENSG00000146007,ENSMMUG00000004484,ENSRNOG00000016016,ENSMUSG00000001383
ENSG00000178467,ENSMMUG00000006130,ENSRNOG00000020249,ENSMUSG00000006675
ENSG00000156502,ENSMMUG00000019848,ENSRNOG00000000392,ENSMUSG00000020079
ENSG00000160999,ENSMMUG00000010329,ENSRNOG00000001425,ENSMUSG00000005057
ENSG00000147687,ENSMMUG00000015492,ENSRNOG00000047198,ENSMUSG00000050891
ENSG00000137200,ENSMMUG00000011573,ENSRNOG00000000532,ENSMUSG00000024019
ENSG00000197467,ENSMMUG00000005716,ENSRNOG00000000552,ENSMUSG00000058806
ENSG00000177508,ENSMMUG00000001389,ENSRNOG00000011533,ENSMUSG00000031734
ENSG00000071564,ENSMMUG00000009017,ENSRNOG00000051499,ENSMUSG00000020167
ENSG00000170430,ENSMMUG00000011446,ENSRNOG00000016038,ENSMUSG00000054612
ENSG00000276045,ENSMMUG00000001306,ENSRNOG00000001336,ENSMUSG00000049686
ENSG00000180957,ENSMMUG00000014534,ENSRNOG00000000665,ENSMUSG00000050017
ENSG00000072134,ENSMMUG00000000140,ENSRNOG00000060550,ENSMUSG00000001036
ENSG00000086289,ENSMMUG00000016820,ENSRNOG00000060141,ENSMUSG00000002808
ENSG00000076242,ENSMMUG00000022533,ENSRNOG00000033809,ENSMUSG00000032498
ENSG00000148187,ENSMMUG00000012882,ENSRNOG00000025997,ENSMUSG00000026887
ENSG00000144451,ENSMMUG00000000382,ENSRNOG00000042609,ENSMUSG00000053153
ENSG00000123268,ENSMMUG00000012095,ENSRNOG00000061088,ENSMUSG00000023027
ENSG00000011405,ENSMMUG00000022548,ENSRNOG00000020479,ENSMUSG00000030660
ENSG00000162736,ENSMMUG00000021856,ENSRNOG00000005355,ENSMUSG00000003458
ENSG00000074410,ENSMMUG00000021338,ENSRNOG00000017766,ENSMUSG00000032373
ENSG00000066557,ENSMMUG00000021921,ENSRNOG00000011555,ENSMUSG00000063052
ENSG00000213722,ENSMMUG00000015697,ENSRNOG00000000842,ENSMUSG00000007039
ENSG00000105698,ENSMMUG00000011291,ENSRNOG00000053725,ENSMUSG00000058239
ENSG00000198919,ENSMMUG00000000898,ENSRNOG00000001956,ENSMUSG00000064061
ENSG00000169239,ENSMMUG00000014052,ENSRNOG00000029330,ENSMUSG00000031373
ENSG00000144647,ENSMMUG00000009745,ENSRNOG00000019492,ENSMUSG00000066235
ENSG00000134352,ENSMMUG00000001893,ENSRNOG00000013963,ENSMUSG00000021756
ENSG00000132382,ENSMMUG00000022859,ENSRNOG00000015236,ENSMUSG00000040463
ENSG00000172590,ENSMMUG00000013663,ENSRNOG00000039297,ENSMUSG00000010406
ENSG00000161714,ENSMMUG00000013587,ENSRNOG00000003033,ENSMUSG00000020937
ENSG00000188613,ENSMMUG00000013066,ENSRNOG00000025060,ENSMUSG00000072437
ENSG00000126785,ENSMMUG00000008203,ENSRNOG00000021919,ENSMUSG00000046768
ENSG00000105676,ENSMMUG00000019668,ENSRNOG00000020280,ENSMUSG00000002343
ENSG00000105204,ENSMMUG00000022726,ENSRNOG00000019254,ENSMUSG00000002409
ENSG00000143493,ENSMMUG00000010174,ENSRNOG00000004263,ENSMUSG00000037461
ENSG00000079482,ENSMMUG00000018366,ENSRNOG00000026573,ENSMUSG00000031214
ENSG00000167703,ENSMMUG00000017561,ENSRNOG00000003835,ENSMUSG00000038178
ENSG00000090674,ENSMMUG00000011389,ENSRNOG00000000975,ENSMUSG00000004567
ENSG00000141378,ENSMMUG00000001572,ENSRNOG00000004288,ENSMUSG00000072582
ENSG00000106976,ENSMMUG00000013717,ENSRNOG00000033835,ENSMUSG00000026825
ENSG00000136861,ENSMMUG00000023255,ENSRNOG00000005788,ENSMUSG00000039298
ENSG00000135362,ENSMMUG00000018265,ENSRNOG00000004666,ENSMUSG00000032841
ENSG00000167447,ENSMMUG00000003391,ENSRNOG00000005769,ENSMUSG00000020495
ENSG00000213066,ENSMMUG00000005674,ENSRNOG00000055093,ENSMUSG00000069135
ENSG00000109536,ENSMMUG00000001824,ENSRNOG00000009846,ENSMUSG00000031590
ENSG00000105856,ENSMMUG00000015409,ENSRNOG00000008927,ENSMUSG00000002996
ENSG00000141384,ENSMMUG00000016190,ENSRNOG00000026023,ENSMUSG00000054321
ENSG00000105127,ENSMMUG00000017984,ENSRNOG00000006559,ENSMUSG00000024045
ENSG00000167900,ENSMMUG00000021867,ENSRNOG00000047314,ENSMUSG00000025574
ENSG00000166734,ENSMMUG00000016474,ENSRNOG00000016357,ENSMUSG00000060227
ENSG00000106683,ENSMMUG00000003128,ENSRNOG00000001470,ENSMUSG00000029674
ENSG00000099622,ENSMMUG00000022101,ENSRNOG00000015999,ENSMUSG00000045193
ENSG00000153832,ENSMMUG00000004254,ENSRNOG00000017053,ENSMUSG00000073633
ENSG00000182240,ENSMMUG00000004257,ENSRNOG00000001953,ENSMUSG00000040605
ENSG00000023330,ENSMMUG00000005596,ENSRNOG00000056596,ENSMUSG00000032786
ENSG00000110514,ENSMMUG00000015602,ENSRNOG00000012568,ENSMUSG00000040687
ENSG00000153015,ENSMMUG00000015041,ENSRNOG00000013252,ENSMUSG00000021715
ENSG00000155792,ENSMMUG00000002594,ENSRNOG00000004328,ENSMUSG00000022419
ENSG00000175224,ENSMMUG00000019672,ENSRNOG00000016984,ENSMUSG00000027244
ENSG00000144063,ENSMMUG00000022804,ENSRNOG00000015599,ENSMUSG00000027377
ENSG00000204394,ENSMMUG00000006828,ENSRNOG00000000867,ENSMUSG00000007029
ENSG00000100764,ENSMMUG00000022990,ENSRNOG00000003951,ENSMUSG00000021178
ENSG00000092020,ENSMMUG00000003530,ENSRNOG00000023591,ENSMUSG00000021022
ENSG00000182973,ENSMMUG00000006596,ENSRNOG00000052305,ENSMUSG00000056167
ENSG00000169592,ENSMMUG00000020276,ENSRNOG00000019960,ENSMUSG00000030689
ENSG00000176473,ENSMMUG00000013871,ENSRNOG00000004733,ENSMUSG00000040877
ENSG00000107745,ENSMMUG00000014770,ENSRNOG00000043436,ENSMUSG00000020111
ENSG00000171109,ENSMMUG00000004079,ENSRNOG00000011057,ENSMUSG00000027668
ENSG00000128591,ENSMMUG00000006296,ENSRNOG00000007281,ENSMUSG00000068699
ENSG00000112742,ENSMMUG00000020207,ENSRNOG00000029055,ENSMUSG00000038379
ENSG00000140396,ENSMMUG00000015978,ENSRNOG00000007975,ENSMUSG00000005886
ENSG00000161243,ENSMMUG00000014544,ENSRNOG00000050453,ENSMUSG00000037463
ENSG00000119723,ENSMMUG00000011148,ENSRNOG00000011164,ENSMUSG00000021235
ENSG00000131374,ENSMMUG00000023776,ENSRNOG00000010637,ENSMUSG00000023923
ENSG00000138160,ENSMMUG00000023266,ENSRNOG00000056069,ENSMUSG00000012443
ENSG00000101473,ENSMMUG00000012510,ENSRNOG00000015187,ENSMUSG00000017307
ENSG00000135775,ENSMMUG00000005877,ENSRNOG00000018228,ENSMUSG00000031979
ENSG00000104524,ENSMMUG00000014666,ENSRNOG00000054724,ENSMUSG00000022571
ENSG00000175634,ENSMMUG00000005483,ENSRNOG00000021689,ENSMUSG00000024830
ENSG00000111196,ENSMMUG00000005082,ENSRNOG00000010316,ENSMUSG00000030188
ENSG00000115380,ENSMMUG00000016872,ENSRNOG00000003553,ENSMUSG00000020467
ENSG00000137714,ENSMMUG00000002110,ENSRNOG00000012123,ENSMUSG00000032051
ENSG00000103356,ENSMMUG00000020525,ENSRNOG00000025353,ENSMUSG00000030871
ENSG00000163611,ENSMMUG00000013451,ENSRNOG00000039024,ENSMUSG00000043065
ENSG00000175220,ENSMMUG00000007831,ENSRNOG00000016610,ENSMUSG00000027247
ENSG00000185567,ENSMMUG00000010579,ENSRNOG00000028545,ENSMUSG00000072812
ENSG00000100749,ENSMMUG00000003443,ENSRNOG00000005274,ENSMUSG00000021115
ENSG00000165985,ENSMMUG00000016064,ENSRNOG00000017459,ENSMUSG00000049630
ENSG00000101255,ENSMMUG00000012600,ENSRNOG00000007319,ENSMUSG00000032715
ENSG00000116120,ENSMMUG00000007685,ENSRNOG00000014119,ENSMUSG00000026245
ENSG00000100296,ENSMMUG00000023552,ENSRNOG00000008456,ENSMUSG00000034274
ENSG00000087299,ENSMMUG00000007468,ENSRNOG00000004857,ENSMUSG00000020988
ENSG00000145220,ENSMMUG00000023393,ENSRNOG00000005374,ENSMUSG00000067367
ENSG00000133119,ENSMMUG00000003371,ENSRNOG00000001088,ENSMUSG00000033970
ENSG00000158552,ENSMMUG00000019614,ENSRNOG00000018639,ENSMUSG00000026197
ENSG00000161920,ENSMMUG00000004892,ENSRNOG00000019384,ENSMUSG00000018923
ENSG00000091640,ENSMMUG00000001352,ENSRNOG00000004246,ENSMUSG00000018287
ENSG00000151689,ENSMMUG00000007288,ENSRNOG00000012375,ENSMUSG00000026102
ENSG00000135763,ENSMMUG00000009509,ENSRNOG00000026853,ENSMUSG00000031976
ENSG00000134901,ENSMMUG00000000348,ENSRNOG00000011740,ENSMUSG00000026047
ENSG00000140948,ENSMMUG00000017615,ENSRNOG00000018226,ENSMUSG00000061410
ENSG00000122970,ENSMMUG00000023032,ENSRNOG00000001294,ENSMUSG00000029469
ENSG00000172869,ENSMMUG00000018640,ENSRNOG00000024671,ENSMUSG00000037416
ENSG00000168883,ENSMMUG00000017820,ENSRNOG00000010930,ENSMUSG00000056305
ENSG00000162542,ENSMMUG00000002492,ENSRNOG00000017401,ENSMUSG00000041143
ENSG00000170832,ENSMMUG00000017113,ENSRNOG00000027711,ENSMUSG00000000804
ENSG00000104805,ENSMMUG00000003904,ENSRNOG00000020889,ENSMUSG00000030824
ENSG00000164659,ENSMMUG00000000480,ENSRNOG00000005818,ENSMUSG00000056004
ENSG00000130764,ENSMMUG00000032284,ENSRNOG00000024796,ENSMUSG00000029028
ENSG00000176225,ENSMMUG00000010169,ENSRNOG00000038200,ENSMUSG00000023066
ENSG00000198908,ENSMMUG00000003419,ENSRNOG00000003191,ENSMUSG00000072964
ENSG00000106123,ENSMMUG00000016218,ENSRNOG00000014367,ENSMUSG00000029869
ENSG00000185761,ENSMMUG00000003815,ENSRNOG00000033787,ENSMUSG00000043822
ENSG00000162618,ENSMMUG00000023345,ENSRNOG00000033940,ENSMUSG00000039167
ENSG00000167797,ENSMMUG00000011827,ENSRNOG00000018391,ENSMUSG00000024856
ENSG00000008283,ENSMMUG00000013412,ENSRNOG00000007433,ENSMUSG00000019590
ENSG00000052749,ENSMMUG00000019634,ENSRNOG00000048495,ENSMUSG00000035049
ENSG00000157107,ENSMMUG00000015422,ENSRNOG00000015334,ENSMUSG00000041685
ENSG00000167671,ENSMMUG00000016709,ENSRNOG00000048509,ENSMUSG00000019578
ENSG00000112406,ENSMMUG00000005682,ENSRNOG00000060972,ENSMUSG00000039879
ENSG00000164258,ENSMMUG00000004861,ENSRNOG00000011383,ENSMUSG00000021764
ENSG00000100344,ENSMMUG00000016698,ENSRNOG00000022268,ENSMUSG00000041653
ENSG00000131351,ENSMMUG00000000491,ENSRNOG00000052038,ENSMUSG00000035439
ENSG00000102218,ENSMMUG00000023018,ENSRNOG00000025428,ENSMUSG00000060090
ENSG00000036672,ENSMMUG00000008921,ENSRNOG00000006663,ENSMUSG00000032010
ENSG00000163710,ENSMMUG00000012406,ENSRNOG00000046848,ENSMUSG00000015354
ENSG00000135720,ENSMMUG00000011268,ENSRNOG00000025791,ENSMUSG00000035770
ENSG00000182872,ENSMMUG00000017423,ENSRNOG00000008472,ENSMUSG00000031060
ENSG00000055950,ENSMMUG00000010679,ENSRNOG00000014890,ENSMUSG00000025208
ENSG00000115687,ENSMMUG00000016207,ENSRNOG00000016888,ENSMUSG00000026274
ENSG00000108176,ENSMMUG00000019425,ENSRNOG00000051960,ENSMUSG00000036764
ENSG00000068097,ENSMMUG00000007671,ENSRNOG00000002542,ENSMUSG00000000976
ENSG00000204406,ENSMMUG00000014921,ENSRNOG00000027596,ENSMUSG00000036792
ENSG00000057935,ENSMMUG00000020744,ENSRNOG00000004685,ENSMUSG00000055817
ENSG00000112902,ENSMMUG00000020160,ENSRNOG00000011977,ENSMUSG00000022231
ENSG00000167914,ENSMMUG00000020381,ENSRNOG00000007943,ENSMUSG00000017204
ENSG00000196878,ENSMMUG00000016925,ENSRNOG00000006025,ENSMUSG00000026639
ENSG00000169116,ENSMMUG00000022707,ENSRNOG00000002579,ENSMUSG00000034981
ENSG00000254598,ENSMMUG00000031224,ENSRNOG00000005276,ENSMUSG00000101523
ENSG00000038945,ENSMMUG00000002296,ENSRNOG00000012779,ENSMUSG00000025044
ENSG00000161618,ENSMMUG00000022117,ENSRNOG00000020623,ENSMUSG00000007833
ENSG00000086712,ENSMMUG00000016237,ENSRNOG00000004971,ENSMUSG00000038344
ENSG00000145882,ENSMMUG00000021663,ENSRNOG00000019643,ENSMUSG00000024579
ENSG00000249915,ENSMMUG00000011933,ENSRNOG00000014485,ENSMUSG00000021576
ENSG00000110721,ENSMMUG00000023192,ENSRNOG00000016791,ENSMUSG00000024843
ENSG00000174109,ENSMMUG00000006694,ENSRNOG00000029415,ENSMUSG00000067722
ENSG00000117266,ENSMMUG00000004109,ENSRNOG00000008137,ENSMUSG00000026437
ENSG00000126456,ENSMMUG00000022735,ENSRNOG00000043388,ENSMUSG00000003184
ENSG00000120685,ENSMMUG00000002109,ENSRNOG00000010980,ENSMUSG00000049504
ENSG00000117525,ENSMMUG00000014014,ENSRNOG00000011800,ENSMUSG00000028128
ENSG00000166387,ENSMMUG00000019751,ENSRNOG00000019667,ENSMUSG00000036528
ENSG00000107738,ENSMMUG00000012967,ENSRNOG00000000569,ENSMUSG00000020101
ENSG00000140990,ENSMMUG00000029268,ENSRNOG00000014568,ENSMUSG00000040048
ENSG00000159055,ENSMMUG00000022542,ENSRNOG00000021555,ENSMUSG00000022978
ENSG00000164758,ENSMMUG00000002068,ENSRNOG00000004844,ENSMUSG00000038622
ENSG00000140280,ENSMMUG00000017437,ENSRNOG00000010642,ENSMUSG00000032184
ENSG00000186501,ENSMMUG00000004767,ENSRNOG00000008564,ENSMUSG00000028857
ENSG00000107796,ENSMMUG00000009341,ENSRNOG00000058039,ENSMUSG00000035783
ENSG00000137770,ENSMMUG00000016742,ENSRNOG00000022141,ENSMUSG00000033411
ENSG00000197142,ENSMMUG00000001155,ENSRNOG00000016265,ENSMUSG00000024981
ENSG00000169740,ENSMMUG00000022438,ENSRNOG00000023065,ENSMUSG00000059689
ENSG00000188735,ENSMMUG00000031504,ENSRNOG00000048050,ENSMUSG00000054434
ENSG00000149639,ENSMMUG00000005579,ENSRNOG00000053240,ENSMUSG00000055485
ENSG00000188895,ENSMMUG00000022315,ENSRNOG00000009643,ENSMUSG00000052915
ENSG00000065802,ENSMMUG00000009511,ENSRNOG00000020322,ENSMUSG00000026311
ENSG00000162341,ENSMMUG00000010784,ENSRNOG00000013387,ENSMUSG00000048677
ENSG00000068971,ENSMMUG00000003975,ENSRNOG00000021025,ENSMUSG00000024777
ENSG00000100075,ENSMMUG00000005431,ENSRNOG00000038001,ENSMUSG00000003528
ENSG00000204435,ENSMMUG00000005294,ENSRNOG00000000847,ENSMUSG00000024387
ENSG00000134900,ENSMMUG00000007247,ENSRNOG00000011194,ENSMUSG00000041763
ENSG00000073803,ENSMMUG00000023814,ENSRNOG00000025423,ENSMUSG00000033618
ENSG00000134242,ENSMMUG00000006786,ENSRNOG00000019614,ENSMUSG00000027843
ENSG00000152953,ENSMMUG00000016922,ENSRNOG00000031397,ENSMUSG00000029123
ENSG00000136156,ENSMMUG00000007888,ENSRNOG00000016271,ENSMUSG00000022108
ENSG00000156959,ENSMMUG00000001424,ENSRNOG00000007727,ENSMUSG00000042873
ENSG00000183258,ENSMMUG00000016911,ENSRNOG00000012771,ENSMUSG00000021494
ENSG00000125266,ENSMMUG00000009892,ENSRNOG00000014648,ENSMUSG00000001300
ENSG00000064195,ENSMMUG00000000157,ENSRNOG00000004278,ENSMUSG00000001510
ENSG00000136840,ENSMMUG00000015917,ENSRNOG00000048870,ENSMUSG00000079442
ENSG00000132429,ENSMMUG00000014473,ENSRNOG00000047102,ENSMUSG00000019848
ENSG00000166313,ENSMMUG00000007723,ENSRNOG00000018020,ENSMUSG00000037032
ENSG00000120725,ENSMMUG00000001939,ENSRNOG00000019826,ENSMUSG00000024357
ENSG00000165898,ENSMMUG00000006566,ENSRNOG00000012085,ENSMUSG00000021241
ENSG00000143061,ENSMMUG00000008157,ENSRNOG00000023851,ENSMUSG00000042035
ENSG00000100319,ENSMMUG00000018362,ENSRNOG00000007849,ENSMUSG00000009076
ENSG00000221821,ENSMMUG00000020248,ENSRNOG00000046871,ENSMUSG00000062619
ENSG00000092621,ENSMMUG00000023089,ENSRNOG00000019328,ENSMUSG00000053398
ENSG00000118804,ENSMMUG00000020915,ENSRNOG00000002218,ENSMUSG00000047963
ENSG00000205221,ENSMMUG00000001278,ENSRNOG00000004706,ENSMUSG00000024076
ENSG00000028203,ENSMMUG00000018903,ENSRNOG00000006514,ENSMUSG00000036099
ENSG00000226479,ENSMMUG00000030621,ENSRNOG00000047257,ENSMUSG00000098923
ENSG00000105662,ENSMMUG00000006509,ENSRNOG00000022421,ENSMUSG00000003575
ENSG00000188191,ENSMMUG00000001334,ENSRNOG00000028733,ENSMUSG00000025855
ENSG00000110768,ENSMMUG00000017959,ENSRNOG00000012360,ENSMUSG00000006599
ENSG00000081377,ENSMMUG00000005997,ENSRNOG00000018999,ENSMUSG00000033102
ENSG00000154122,ENSMMUG00000021942,ENSRNOG00000010960,ENSMUSG00000022265
ENSG00000203879,ENSMMUG00000005502,ENSRNOG00000056870,ENSMUSG00000015291
ENSG00000119616,ENSMMUG00000008887,ENSRNOG00000004723,ENSMUSG00000021243
ENSG00000116885,ENSMMUG00000020432,ENSRNOG00000026978,ENSMUSG00000042616
ENSG00000109111,ENSMMUG00000004708,ENSRNOG00000012240,ENSMUSG00000002052
ENSG00000196151,ENSMMUG00000006181,ENSRNOG00000005990,ENSMUSG00000026988
ENSG00000173926,ENSMMUG00000021547,ENSRNOG00000023013,ENSMUSG00000032656
ENSG00000174306,ENSMMUG00000005904,ENSRNOG00000027988,ENSMUSG00000035877
ENSG00000176986,ENSMMUG00000008780,ENSRNOG00000009042,ENSMUSG00000039367
ENSG00000140829,ENSMMUG00000000677,ENSRNOG00000014619,ENSMUSG00000037993
ENSG00000176853,ENSMMUG00000019646,ENSRNOG00000008271,ENSMUSG00000037119
ENSG00000014123,ENSMMUG00000012616,ENSRNOG00000007831,ENSMUSG00000040359
ENSG00000027847,ENSMMUG00000029662,ENSRNOG00000021886,ENSMUSG00000021504
ENSG00000160325,ENSMMUG00000010976,ENSRNOG00000005840,ENSMUSG00000015488
ENSG00000137133,ENSMMUG00000016337,ENSRNOG00000015866,ENSMUSG00000028470
ENSG00000145715,ENSMMUG00000003245,ENSRNOG00000029185,ENSMUSG00000021549
ENSG00000150471,ENSMMUG00000002588,ENSRNOG00000030149,ENSMUSG00000037605
ENSG00000031003,ENSMMUG00000008009,ENSRNOG00000020384,ENSMUSG00000036501
ENSG00000197448,ENSMMUG00000012628,ENSRNOG00000016484,ENSMUSG00000029864
ENSG00000102738,ENSMMUG00000021188,ENSRNOG00000011839,ENSMUSG00000031533
ENSG00000196544,ENSMMUG00000002999,ENSRNOG00000006513,ENSMUSG00000045176
ENSG00000162408,ENSMMUG00000023681,ENSRNOG00000010109,ENSMUSG00000028948
ENSG00000100558,ENSMMUG00000021420,ENSRNOG00000010098,ENSMUSG00000021118
ENSG00000174236,ENSMMUG00000021740,ENSRNOG00000001840,ENSMUSG00000040121
ENSG00000100478,ENSMMUG00000003123,ENSRNOG00000005765,ENSMUSG00000020955
ENSG00000011523,ENSMMUG00000017019,ENSRNOG00000027282,ENSMUSG00000044066
ENSG00000178163,ENSMMUG00000017761,ENSRNOG00000028534,ENSMUSG00000046572
ENSG00000185049,ENSMMUG00000009944,ENSRNOG00000015474,ENSMUSG00000029111
ENSG00000184445,ENSMMUG00000007556,ENSRNOG00000033658,ENSMUSG00000029414
ENSG00000205542,ENSMMUG00000003362,ENSRNOG00000047931,ENSMUSG00000049775
ENSG00000107020,ENSMMUG00000006197,ENSRNOG00000015932,ENSMUSG00000016495
ENSG00000139926,ENSMMUG00000018274,ENSRNOG00000007329,ENSMUSG00000048285
ENSG00000164975,ENSMMUG00000016189,ENSRNOG00000010825,ENSMUSG00000028483
ENSG00000147419,ENSMMUG00000011458,ENSRNOG00000015939,ENSMUSG00000022035
ENSG00000137547,ENSMMUG00000005539,ENSRNOG00000008566,ENSMUSG00000033845
ENSG00000131748,ENSMMUG00000001343,ENSRNOG00000042044,ENSMUSG00000018167
ENSG00000129636,ENSMMUG00000004717,ENSRNOG00000015843,ENSMUSG00000031703
ENSG00000047648,ENSMMUG00000003896,ENSRNOG00000003956,ENSMUSG00000031355
ENSG00000108423,ENSMMUG00000019303,ENSRNOG00000053309,ENSMUSG00000020513
ENSG00000143952,ENSMMUG00000008772,ENSRNOG00000007125,ENSMUSG00000020128
ENSG00000086300,ENSMMUG00000023230,ENSRNOG00000011944,ENSMUSG00000038301
ENSG00000159592,ENSMMUG00000001960,ENSRNOG00000037595,ENSMUSG00000034042
ENSG00000117410,ENSMMUG00000015154,ENSRNOG00000019655,ENSMUSG00000033379
ENSG00000105854,ENSMMUG00000008014,ENSRNOG00000009112,ENSMUSG00000032667
ENSG00000228300,ENSMMUG00000022104,ENSRNOG00000016193,ENSMUSG00000035595
ENSG00000186106,ENSMMUG00000009958,ENSRNOG00000025504,ENSMUSG00000048307
ENSG00000148308,ENSMMUG00000001267,ENSRNOG00000010981,ENSMUSG00000026816
ENSG00000138399,ENSMMUG00000020511,ENSRNOG00000024335,ENSMUSG00000027086
ENSG00000169976,ENSMMUG00000009434,ENSRNOG00000014908,ENSMUSG00000078348
ENSG00000112473,ENSMMUG00000003859,ENSRNOG00000000465,ENSMUSG00000024327
ENSG00000136754,ENSMMUG00000005078,ENSRNOG00000031325,ENSMUSG00000058835
ENSG00000137871,ENSMMUG00000008718,ENSRNOG00000055631,ENSMUSG00000038535
ENSG00000095637,ENSMMUG00000004818,ENSRNOG00000015658,ENSMUSG00000025006
ENSG00000101158,ENSMMUG00000015390,ENSRNOG00000047874,ENSMUSG00000016253
ENSG00000120802,ENSMMUG00000023719,ENSRNOG00000008797,ENSMUSG00000019961
ENSG00000136930,ENSMMUG00000007358,ENSRNOG00000011732,ENSMUSG00000026750
ENSG00000111726,ENSMMUG00000020808,ENSRNOG00000013816,ENSMUSG00000030282
ENSG00000161542,ENSMMUG00000003543,ENSRNOG00000010083,ENSMUSG00000015869
ENSG00000066379,ENSMMUG00000012120,ENSRNOG00000000779,ENSMUSG00000036315
ENSG00000129534,ENSMMUG00000016515,ENSRNOG00000023093,ENSMUSG00000047534
ENSG00000116685,ENSMMUG00000012469,ENSRNOG00000007968,ENSMUSG00000044496
ENSG00000069431,ENSMMUG00000020806,ENSRNOG00000036960,ENSMUSG00000030249
ENSG00000131941,ENSMMUG00000028798,ENSRNOG00000011885,ENSMUSG00000030494
ENSG00000059691,ENSMMUG00000011048,ENSRNOG00000037655,ENSMUSG00000028085
ENSG00000118972,ENSMMUG00000014978,ENSRNOG00000052205,ENSMUSG00000000182
ENSG00000161558,ENSMMUG00000013068,ENSRNOG00000021096,ENSMUSG00000002781
ENSG00000122359,ENSMMUG00000019780,ENSRNOG00000010984,ENSMUSG00000021866
ENSG00000112701,ENSMMUG00000004491,ENSRNOG00000024336,ENSMUSG00000034252
ENSG00000179776,ENSMMUG00000023525,ENSRNOG00000013324,ENSMUSG00000031871
ENSG00000171310,ENSMMUG00000017127,ENSRNOG00000008885,ENSMUSG00000034612
ENSG00000148175,ENSMMUG00000013024,ENSRNOG00000019147,ENSMUSG00000026880
ENSG00000162959,ENSMMUG00000003908,ENSRNOG00000006340,ENSMUSG00000058704
ENSG00000156650,ENSMMUG00000023488,ENSRNOG00000012850,ENSMUSG00000021767
ENSG00000148180,ENSMMUG00000013020,ENSRNOG00000018991,ENSMUSG00000026879
ENSG00000107518,ENSMMUG00000001905,ENSRNOG00000017406,ENSMUSG00000054843
ENSG00000117640,ENSMMUG00000007854,ENSRNOG00000016937,ENSMUSG00000046671
ENSG00000104332,ENSMMUG00000019082,ENSRNOG00000017783,ENSMUSG00000031548
ENSG00000044115,ENSMMUG00000017985,ENSRNOG00000005796,ENSMUSG00000037815
ENSG00000163918,ENSMMUG00000003704,ENSRNOG00000001816,ENSMUSG00000022881
ENSG00000174989,ENSMMUG00000017475,ENSRNOG00000001126,ENSMUSG00000032867
ENSG00000121774,ENSMMUG00000023438,ENSRNOG00000046794,ENSMUSG00000028790
ENSG00000165078,ENSMMUG00000023015,ENSRNOG00000005655,ENSMUSG00000042501
ENSG00000005436,ENSMMUG00000018512,ENSRNOG00000006888,ENSMUSG00000035125
ENSG00000185088,ENSMMUG00000016350,ENSRNOG00000023112,ENSMUSG00000036781
ENSG00000122035,ENSMMUG00000007889,ENSRNOG00000000956,ENSMUSG00000029641
ENSG00000197694,ENSMMUG00000009327,ENSRNOG00000015396,ENSMUSG00000057738
